Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,URL,img_URL,Regular-Price,Final-Price,Comment,TIKI-NOW,Rating,Installment,Page,Location
59238806,59238807,2749151691627,ĐIỆN THOẠI TÂN CỔ ĐIỂN mã DT  bàn phím quay  nghe gọi âm thanh rõ ràng ,OEM,https://tiki.vn/dien-thoai-tan-co-dien-ma-dt-ban-phim-quay-nghe-goi-am-thanh-ro-rang-p59238806.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4e/ce/b4/dadfb2af41765c46f447110c867a9b59.jpg,8.000.000đ,3.950.000đ                                            -51%,Chưa có nhận xét,YES,,,9,1
11468703,11468707,6058904582409,Điện thoại bàn Panasonic KX-T7705X - Hàng chính hãng,Panasonic,https://tiki.vn/dien-thoai-ban-panasonic-kx-t7705x-hang-chinh-hang-p11468703.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/37/45/3c/a92eeca917349ee92eb483970b0977af.jpg,800.000đ,611.900đ                                            -24%,Chưa có nhận xét,YES,,,9,2
16518729,56865723,9032759739239,Điện thoại để bàn Panasonic KX-TS580 hàng chính hãng,Panasonic,https://tiki.vn/dien-thoai-de-ban-panasonic-kx-ts580-hang-chinh-hang-p16518729.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ee/8a/71/7eb151a22bf12da56208e8e3706b6cb9.jpg,952.000đ,740.000đ                                            -22%,1 nhận xét,YES,100%,,9,3
47290166,47320991,5685014873632,Điện thoại bàn cổ điển DT42,OEM,https://tiki.vn/dien-thoai-ban-co-dien-dt42-p47290166.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/66/8d/1f/117568e2bf9311d2ce147ba01ea621ec.jpg,2.200.000đ,2.000.000đ                                            -9%,Chưa có nhận xét,YES,,,9,4
53646144,54066044,2652375466325,Tổng đài IP Panasonic KX-HTS824 All-in-one - Hàng chính hãng,Panasonic,https://tiki.vn/tong-dai-ip-panasonic-kx-hts824-all-in-one-hang-chinh-hang-p53646144.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/cd/67/aa/2d43cfdb16094fd77adcedee0991f395.jpg,5.500.000đ,5.150.000đ                                            -6%,Chưa có nhận xét,YES,,,9,5
52644706,52644707,3037687553977,ĐIỆN THOẠI BÀN TÂN CỔ ĐIỂN ( NGHE GOI BẰNG DÂY LINE),OEM,https://tiki.vn/dien-thoai-ban-tan-co-dien-nghe-goi-bang-day-line-p52644706.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a3/86/b3/9e2da1aa64a46607087291d1183bc73b.JPG,2.900.000đ,1.999.000đ                                            -31%,Chưa có nhận xét,YES,,,9,6
7958004,20701414,9189744612661,Máy Đọc Sách Kobo Forma - Bản 32GB - Hàng Nhập Khẩu,Kobo,https://tiki.vn/may-doc-sach-kobo-forma-ban-32gb-hang-nhap-khau-p7958004.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a2/70/98/f0051f019342163bac8e1fbb07d6312c.jpg,8.990.000đ,8.686.000đ                                            -3%,Chưa có nhận xét,YES,,Trả góp 0%,9,7
10771424,11376396,7476287290060,Điện Thoại FPT Buk Care +  - Hàng Chính Hãng,FPT,https://tiki.vn/dien-thoai-fpt-buk-care-hang-chinh-hang-p10771424.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/40/a1/34/bb1ff53169b57a1aecff7728705f3492.jpg,790.000đ,570.000đ                                            -28%,Chưa có nhận xét,YES,,,9,8
15428119,15428120,7731065610073,Điện thoại Ip phone Cisco CP-7945G chính hãng,Cisco,https://tiki.vn/dien-thoai-ip-phone-cisco-cp-7945g-chinh-hang-p15428119.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f0/1d/90/b13022431a10039d5b513f9f1e62027f.jpg,4.500.000đ,4.500.000đ,Chưa có nhận xét,YES,,,9,9
47292697,47292698,4708700031268,Điện thoại bàn cổ điển DT40,OEM,https://tiki.vn/dien-thoai-ban-co-dien-dt40-p47292697.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d5/5f/36/83c56ebb67791a4eacb1497a57fcb291.jpg,2.200.000đ,2.000.000đ                                            -9%,Chưa có nhận xét,YES,,,9,10
29440849,29440850,8139855205437,điện thoại  IP622C - hàng chính hãng,Flyingvoice,https://tiki.vn/dien-thoai-ip622c-hang-chinh-hang-p29440849.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/36/ae/47/11f587e464e6ff8ae28d4ea5cbb01723.jpg,2.500.000đ,1.650.000đ                                            -34%,Chưa có nhận xét,YES,,,9,11
48613176,48613177,2649140843351,Điện thoại bàn Tân Cổ Điển 208,OEM,https://tiki.vn/dien-thoai-ban-tan-co-dien-208-p48613176.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5b/72/ae/697128b554ede5022856ce9631291668.jpg,2.500.000đ,1.800.000đ                                            -28%,Chưa có nhận xét,NO,,,9,12
41273771,41273772,5766784677269,Điện Thoại Cố Định IP- Phone  Fanvil X3S - Hàng Chính Hãng,Fanvil,https://tiki.vn/dien-thoai-co-dinh-ip-phone-fanvil-x3s-hang-chinh-hang-p41273771.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d7/01/cf/d131cbb638155d1ff2af7a5f6ede6c1b.jpg,1.450.000đ,950.000đ                                            -34%,Chưa có nhận xét,YES,,,9,13
15675045,15675047,1791092577127,WACOM INTUOS PRO SMALL (PTH-460) CHÍNH HÃNG LÊ BẢO MINH,Wacom,https://tiki.vn/wacom-intuos-pro-small-pth-460-chinh-hang-le-bao-minh-p15675045.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/39/4a/5c/bc47340e193b523500123342c22b5461.jpg,6.600.000đ,6.600.000đ,Chưa có nhận xét,YES,,,9,14
29425483,68104867,5797709551111,Điện thoại IP Grandstream GXP1610 - Hàng chính hãng,Grandstream,https://tiki.vn/dien-thoai-grandstream-gxp1610-hang-chinh-hang-p29425483.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d3/13/e9/4af8d22320f14350943d707a4345381a.jpg,1.700.000đ,950.000đ                                            -44%,Chưa có nhận xét,YES,,,9,15
58054536,58054537,6226203188268,"Điện Thoại Cổ Điển Đẹp DT151, Bản Dây Line",OEM,https://tiki.vn/dien-thoai-co-dien-dep-dt151-ban-day-line-p58054536.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/92/9b/86/124c725981333bf300271833eebd5332.jpg,2.600.000đ,1.950.000đ                                            -25%,Chưa có nhận xét,YES,,,9,16
58151674,58151675,6147656472745,Điện Thoại Cổ Điển DT26R - Bản Dây Line,OEM,https://tiki.vn/dien-thoai-co-dien-dt26r-ban-day-line-p58151674.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/1c/54/cb/1fb5c0d2ae090e6091e0430aed69081d.jpg,3.100.000đ,2.490.000đ                                            -20%,Chưa có nhận xét,YES,,,9,17
52461449,52461450,2460210945504,Điện thoại bàn cổ điển DT148,OEM,https://tiki.vn/dien-thoai-ban-co-dien-dt148-p52461449.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f0/10/e7/405cbbb1d9950611d6a337676a2cc0be.jpg,2.900.000đ,2.400.000đ                                            -17%,Chưa có nhận xét,YES,,,9,18
52002453,52002454,9876196863016,Cisco Unified IP Phone 7962G - Hàng chính hãng,Cisco,https://tiki.vn/cisco-unified-ip-phone-7962g-hang-chinh-hang-p52002453.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/99/d0/63/07cf5cc3c7252c764d47929ebaa0be90.jpg,5.000.000đ,4.200.000đ                                            -16%,Chưa có nhận xét,YES,,,9,19
52480318,52480319,9331951912465,Điện thoại bàn cổ điển DT115,OEM,https://tiki.vn/dien-thoai-ban-co-dien-dt115-p52480318.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ae/33/24/ba1d87b414295ca1fca7576ed2ea6ee7.jpg,2.500.000đ,2.200.000đ                                            -12%,Chưa có nhận xét,YES,,,9,20
58146831,58146832,1391467543025,Điện Thoại Cổ Điển DT150 - Bản Dây Line,OEM,https://tiki.vn/dien-thoai-co-dien-dt150-ban-day-line-p58146831.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/53/c6/3c/6508ca4dbed236a46f0ab9d5c7d3879a.jpg,2.600.000đ,1.990.000đ                                            -23%,Chưa có nhận xét,YES,,,9,21
41234825,45084382,1245070556654,ĐIỆN THOẠI IP WIFI  ATCOM A10W - Hàng Chính Hãng,ATCOM,https://tiki.vn/dien-thoai-ip-wifi-atcom-a10w-hang-chinh-hang-p41234825.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f2/30/2b/9c8a2faed3865cb544a9a000b6172069.jpg,1.450.000đ,1.270.000đ                                            -12%,1 nhận xét,YES,40%,,9,22
20712264,68173566,9866666052705,ĐIỆN THOẠI IP GRANDSTREAM GXP1615 - Hàng Chính Hãng,Grandstream,https://tiki.vn/dien-thoai-ip-grandstream-gxp1615-hang-chinh-hang-p20712264.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d7/8f/aa/ed986020641211d85d347154a908e75e.jpg,1.200.000đ,1.081.000đ                                            -10%,Chưa có nhận xét,YES,,,9,23
52326343,52326344,9710471712388,Cisco Unified IP Phone CP-7821-K9 - Hàng chính hãng,Cisco,https://tiki.vn/cisco-unified-ip-phone-cp-7821-k9-hang-chinh-hang-p52326343.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/79/f7/cd/12024318baca5d87352e48b649bda7fd.jpg,2.800.000đ,2.580.000đ                                            -8%,Chưa có nhận xét,YES,,,9,24
66721702,66721703,3158374819364,Điện thoại bàn cổ điển DT149,OEM,https://tiki.vn/dien-thoai-ban-co-dien-dt149-p66721702.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ec/e2/85/573b571913705eacf15d380d5aa4a682.jpg,3.500.000đ,2.600.000đ                                            -26%,Chưa có nhận xét,YES,,,9,25
20712584,68171097,7321864109290,ĐIỆN THOẠI IP GRANDSTREAM GXP1625 - Hàng Chính Hãng,Grandstream,https://tiki.vn/dien-thoai-ip-grandstream-gxp1625-hang-chinh-hang-p20712584.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/59/29/17/066eaf62d12dca6dc8509e52c3f3bf0d.png,1.290.000đ,1.167.000đ                                            -10%,Chưa có nhận xét,YES,,,9,26
11465847,52710124,5964998903260,ĐIỆN THOẠI CỐ ĐỊNH PANASONIC KX-TS840MX - Hàng chính hãng,Panasonic,https://tiki.vn/dien-thoai-co-dinh-panasonic-kx-ts840mx-hang-chinh-hang-p11465847.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/86/0d/7d/cdb5641b7186c92fcdec8cf360f5a4c5.jpg,700.000đ,549.000đ                                            -22%,Chưa có nhận xét,YES,,,9,27
58152969,58152970,9731937879049,Điện Thoại Cổ Điển DT06 - Bản Dây Line,OEM,https://tiki.vn/dien-thoai-co-dien-dt06-ban-day-line-p58152969.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/79/a7/75/f945fbb7144a6d89114d9b8fe4955c59.jpg,3.100.000đ,2.490.000đ                                            -20%,Chưa có nhận xét,YES,,,9,28
66713229,66713230,9920880227933,Điện Thoại Cổ Điển DT04S - Bản Dùng Sim Di Động Tất Cả Các Nhà Mạng,OEM,https://tiki.vn/dien-thoai-co-dien-dt04s-ban-dung-sim-di-dong-tat-ca-cac-nha-mang-p66713229.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5d/16/e4/b225c06f4efda447e0a38f9de58027be.jpg,4.490.000đ,3.890.000đ                                            -13%,Chưa có nhận xét,YES,,,9,29
